cell_size_m,210.099
rows,216,cols,34
,,,,,,,,,-12.348,-11.026,-6.326,-6.629,-6.316,-6.385,-9.865,-11.769,-10.435,-13.306,-8.106,-15.449,-16.821,-20.119,-16.149,-21.466,-19.499,-16.253,,,,,,,
,,,,,,,,,-18.391,-11.792,-8.913,-8.048,-4.005,-3.708,-12.615,-14.733,-14.268,-16.051,-10.348,-18.692,-23.142,-26.103,-23.96,-23.812,-18.49,-20.46,,,,,,,
,,,,,,,,-18.792,-19.358,-15.29,-11.828,-8.566,-8.682,-16.291,-15.034,-16.722,-17.073,-20.703,-27.292,-27.09,-26.944,-27.977,-21.726,-26.438,-26.02,-24.164,-21.925,,,,,,
,,,,,,,,-19.916,-22.812,-16.165,-16.713,-17.59,-20.699,-23.217,-26.687,-26.422,-20.822,-24.302,-27.839,-26.89,-31.778,-23.052,-34.07,-34.679,-26.362,-19.232,-17.81,,,,,,
,,,,,,,,-20.485,-18.524,-19.211,-18.837,-19.374,-22.209,-20.088,-23.537,-26.226,-24.703,-26.238,-25.977,-22.233,-20.11,-21.384,-29.284,-23.12,-22.031,-20.902,-21.117,,,,,,
,,,,,,,,-21.437,-18.779,-20.832,-18.382,-16.574,-18.392,-23.186,-28.094,-27.953,-25.01,-22.904,-14.436,-16.565,-14.593,-20.887,-19.354,-20.75,-16.368,-12.891,-3.728,,,,,,
,,,,,,,,-10.056,-14.551,-15.619,-14.925,-13.528,-18.611,-21.41,-30.139,-26.19,-20.297,-14.383,-6.092,-8.82,-12.743,-16.448,-14.822,-13.988,-6.801,3.234,7.182,,,,,,
,,,,,,,,-1.233,-4.928,-5.328,-6.095,-11.55,-16.45,-21.176,-19.765,-8.92,-6.639,-10.783,-10.735,-10.846,-14.908,-16.679,-13.299,-7.835,3.041,12.444,15.604,,,,,,
,,,,,,,,5.895,6.323,9.803,9.715,-0.506,-6.515,-8.051,-1.546,-1.051,-2.525,-5.614,-9.757,-11.18,-17.972,-13.96,-9.79,1.482,9.274,11.587,18.696,,,,,,
,,,,,,,,19.101,17.875,16.556,16.876,12.449,9.334,7.276,7.514,-0.246,1.609,-4.307,-12.146,-17.381,-16.96,-12.491,-8.377,2.199,13.611,16.475,18.825,,,,,,
,,,,,,,,,19.738,15.634,12.254,13.154,9.438,8.863,8.616,2.032,3.783,-5.561,-10.637,-17.737,-10.86,-11.2,-8.281,4.21,8.865,8.659,11.875,,,,,,
,,,,,,,,,17.523,16.239,12.352,11.848,10.703,12.29,8.36,4.263,4.034,-5.313,-6.955,-8.347,-9.554,-8.384,-0.869,6.139,8.476,8.63,10.531,,,,,,
,,,,,,,,,5.495,10.216,8.861,3.71,9.737,10.253,4.53,0.902,0.42,-4.041,-6.066,-7.671,1.077,12.415,8.386,8.274,7.748,7.827,10.67,,,,,,
